FZRZGH	FZRXM	XMMC
0006136078	陈家宜	浙江龙游核电厂厂址区域气候与常规气象资料收集及统计分析
0006136078	陈家宜	辽宁江石底、庄客楼上核电厂址区域气候和常规气象观测资料收集及统计分析
0006136078	陈家宜	辽宁红沿河核电厂厂址大气扩散试验研究
0006136078	陈家宜	福建福清厂址大气扩散试验研究项目的大气扩散数值模拟研究分项
0006136078	陈家宜	福建三明核电厂厂址所在区域极端气象资料收集、统计分析和设计基准评价
0006136078	陈家宜	辽宁红沿河核电二期工程可研阶段常规气象、极端气象和工程
0006136078	陈家宜	江西抚州核电厂厂址区域气候与常规气象观测资料收集及统计分析
0006136078	陈家宜	华能安徽安庆核电工程
0006136078	陈家宜	中核湖南第二核电厂厂址区域气候与常规气象观测资料收集及统计分析
0006136078	陈家宜	福建三明核电厂厂址区域气候与常规气象资料调查和分析
0006136078	陈家宜	海南昌江核电厂厂址区域气候与常规气象资料调查和分析
0006136078	陈家宜	浙江三门湾核电厂厂址区域气候与常规气象资料收集及统计分析
0006136078	陈家宜	浙江龙游核电厂厂址大气扩散试验研究
0006136078	陈家宜	浙江龙游核电厂厂址气象塔和地面气象观测和资料统计分析1
0006136078	陈家宜	福建惠安核电厂大气扩散试验研究
0006136078	陈家宜	福建漳州核电厂厂址附近地区大气边界层特征分析
0006136078	陈家宜	华能山东石岛湾核电厂高温气冷堆核电示范工程
0006136078	陈家宜	辽宁恒仁核电项目厂址区域气候和常规气象资料收集及统计分析
0006136078	陈家宜	大气边界污染扩散的数值模拟方法研究
0006136078	陈家宜	湖南桃花江核电厂厂址大气扩散试验研究
0006136078	陈家宜	海南昌江核电厂厂址区域大气扩散试验研究、极端气象、采暖通风与空气调节专业工程气象调查和分析
0006136078	陈家宜	秦山核电厂扩建项目采暖通风与空气调节专业工程气象计算参数统计分析
0006136078	陈家宜	福建莆田核电厂厂址气象塔和地面气象观测和资料统计分析
0006136078	陈家宜	湖南桃花江核电厂厂址所在区域气候和常规气象观测资料收集及统计分析、龙卷风、热带气旋和极端风
0006136078	陈家宜	湖南桃花江核电厂厂址气象塔和地面气象观测和资料统计分析
0006136078	陈家宜	福建三明核电厂工程气象参数分析
0006136078	陈家宜	兰州低温核供热项目
0006136078	陈家宜	田湾核电站3、4号机组工程项目俄罗斯要求的工程气象参数分析计算
0006136078	陈家宜	中核江西烟家山核电项目可研阶段厂址气象专题
0006136078	陈家宜	湖南桃花江核电厂厂址区域采暖通风与空气调节专业工程气象计算参数调查和分析
0006136078	陈家宜	桃花江核电厂厂址实用大气扩散模式及应用方法研究
0006136078	陈家宜	安徽吉阳核电厂厂址区域气候、常规气象和龙卷风、热带气旋、极端风温度调查与统计分布
0006136078	陈家宜	供货合同
0006136078	陈家宜	浙江金七门核电厂厂址区域极端气象调查、统计分析和设计基准评价
0006136078	陈家宜	湖南核电小墨山厂址区域龙卷风、热带气旋和极端风调查和分析
0006136078	陈家宜	福建三明核电厂厂址大气扩散试验研究
0006136078	陈家宜	浙江三门湾（象山）核电厂厂址区域常规气象统计分析
0006136078	陈家宜	中核集团湖南核电三樟厂址与石灰岭厂址区域常规气象调查与分析
0006136078	陈家宜	大气污染物环境行为、迁移转化规律三维仿真模拟演示动画制作
0006136078	陈家宜	海南昌江核电厂现场气象观测
0006136078	陈家宜	漳州化工项目污染气象分析和大气扩散计算
0006136078	陈家宜	中核甘肃核电项目冷却塔气象资料收集
0006136078	陈家宜	模块式小型压水堆热带气旋、龙卷风、极端风和大气弥散条件适应性研究专题
0006136078	陈家宜	辽宁核电恒仁厂址常规气象调查与分析
0006136078	陈家宜	福建三明核电厂厂址102米气象塔与10米气象风杆
0006136078	陈家宜	华能山东石岛湾核电厂高温气冷堆核电站示范工程室外气象资料收集
0006136078	陈家宜	海南昌江核电厂现场气象观测和极端气象与工程气象参数确定
0006136078	陈家宜	湖南桃花江核电厂厂址区域采暖通风与空气调节工程气象计算参数调查和分析
0006136078	陈家宜	浙江龙游核电厂厂址地面气象观测站建设
0006136078	陈家宜	海南昌江核电厂厂址边界层探测试验与分析
0006136078	陈家宜	湖南桃花江核电厂厂址边界层系留飞艇探测
0006136078	陈家宜	气候变化背景下连云港地区极端气象条件分析研究
0006136078	陈家宜	华能安庆核电项目气象调查与分析
0006136078	陈家宜	湖南桃花江核电厂补充气象调查与分析
0006136078	陈家宜	江西抚州核电厂区域常规气象调查与分析
0006136078	陈家宜	浙江龙游核电厂厂址SF6野外示踪物试验
0006136078	陈家宜	福建莆田核电厂厂址大气边界层探测试验与分析
0006136078	陈家宜	三明核电厂现场气象观测和极端气象要素分析
0006136078	陈家宜	核电厂极端风温雨雪等要素的统计计算和龙卷风的调查分析
0006136078	陈家宜	福建三明核电厂厂址大气边界层
0006136078	陈家宜	辽宁红沿河核电厂大气扩散实验研究中的厂址边界层探测试验与分析
0006136078	陈家宜	湖南核电厂小墨山厂址气象铁塔和地面气象站建设与常规气象观测合同书
0006136078	陈家宜	合同
0006136078	陈家宜	102米气象塔
0006136078	陈家宜	福建漳州核电厂厂址边界层探测试验
0006136078	陈家宜	连云港气象资料收集与分析研究（补充）
0006136078	陈家宜	海南昌江核电厂厂址所在区域气候和常规气象观测资料收集及统计分析
0006136078	陈家宜	漳州化工厂建设项目环境影响评价大气边界层观测与气象资料收集
0006136078	陈家宜	浙江龙游核电厂厂址102米气象塔与10米气象风杆
0006136078	陈家宜	桃花江、昌江核电厂厂址SF6野外示踪物试验
0006136078	陈家宜	大气扩散模块移植与计算系统集成
0006136078	陈家宜	北京代表性地点大气边界层结构的观测
0006136078	陈家宜	产品购销合同
0006136078	陈家宜	田湾核电站扩建工程5、6号机组厂址区域气候和常规气象补充调查
0006136078	陈家宜	田湾核电站扩建工程5、6号机组厂址现场铁塔和地面气象站常规气象观测和统计分析
0006136078	陈家宜	田湾核电站扩建工程5、6号机组厂址区域极端气象调查、统计分析和设计基准评价
0006136078	陈家宜	田湾核电厂3#4#机组俄方要求气象参数
0006136078	陈家宜	吉林核电项目气象资料收集与分析
0006136078	陈家宜	福建漳州核电厂一期工程工程气象参数收集
0006136078	陈家宜	模块式小型压水堆厂址适应性研究工程气象资料研究（和田、都兰、阿巴嘎旗、齐齐哈尔、金塔区域气象参数分析）
0006136078	陈家宜	河北海兴核电厂厂址大气扩散试验研究
0006136078	陈家宜	浙江金七门核电厂一期工程厂址区域极端气象调查、统计分析和设计基准评价
0006136078	陈家宜	大型核燃料后处理厂甘肃矿区厂址大气扩散试验研究项目技术咨询服务合同
0006136078	陈家宜	湖南核电站小墨山厂址区域龙卷风、热带气旋和极端风调查和分析
0006136078	陈家宜	湖南桃花江核电厂厂址所在区域气候和常规气象观测资料收集及统计分析
0006136078	陈家宜	华能山东石岛湾核电厂厂址边界层探测试验与分析
0006136078	陈家宜	华能山东石岛湾核电厂厂址SF6野外示踪物试验
0006136078	陈家宜	北京代表性地点大气边界层探测试验
0006136078	陈家宜	福建莆田核电厂厂址102米气象塔与10米气象风杆
0006136078	陈家宜	湖南桃花江核电厂厂址边界层系留飞艇探测
0006136078	陈家宜	辽宁红沿河核电厂厂址氯离子观测试验
0006136078	陈家宜	海南昌江核电厂厂址102米气象塔与10米气象风杆
0006136078	陈家宜	福建三明核电厂厂址所在区域气候和常规气象观测资料收集及统计分析
0006136078	陈家宜	塔层及地面自动气象规测系统
0006136078	陈家宜	塔层及地面自动气象观测系统
0006136078	陈家宜	购买塔层及地面自动气象观测系统
0006136078	陈家宜	连云港气象资料分析研究
0006136078	陈家宜	湖南桃花江核电厂厂址地面气象观测
0006136078	陈家宜	福建漳州核电厂厂址氯离子观测
0006136078	陈家宜	秦山核电厂扩建项目（方家山核电工程）采暖通风与空气调节专业工程气象计算参数统计分析
0006136078	陈家宜	辽宁红沿河核电厂区域气象调查及工程设计气象参数确定
0006136078	陈家宜	辽宁江石底、庄河核电项目常规气象资料收集与分析
0006136087	肖佐	极端地面条件下电离层空间天气特例研究
0006136087	肖  佐	中纬度扩展-F的形成与电离层上下耦合的相关之2
0006136087	肖佐	电离层不规则结构特性研究
0006136087	肖佐	天地一体化地震预测示范应用研究
0006136087	肖  佐	中国电离层结构与扰动地域特性的研究(武汉物理数
0006136087	肖佐	中低纬电离层-大气层动国耦合研究
0006136087	肖  佐	多重尺度电离层变化特性研究与相互关联分析
0006136087	肖  佐	中挪极地高空物理研究
0006136087	肖  佐	军口863子课题
0006136087	肖  佐	参加张东和伽利略项目
0006136091	周曾铨	北京大学与鞍山胜宝公司合作协议书
0006136091	周曾铨	林忠平金光合作99
0006136100	罗大珍	樱桃酒关键技术成果转化与产品开发
0006136100	罗大珍	大蒜枸杞饮料
0006136100	罗大珍	富硒酵母生产技术
0006136105	郑亚东	共轭韧性变形带的实验研究
0006136105	郑亚东	中蒙边界中生代壳内切向剪切作用-推覆与伸展的递进转换（中国地科院地质所负责）
0006136105	郑亚东	中蒙边界中生代切向剪切作用
0006136105	郑亚东	岩石变形的最大有效力矩准则理论与实践
0006136105	郑亚东	内蒙赤峰娄子店低角任性断层三维变形,应变相与变
0006136105	郑亚东	华北克拉通中生代地壳减薄的构造变形机制/时限及动力学背景(中国地科院地质所负责)
0006136105	郑亚东	华北克拉通中生代地壳减薄的构造变形机制、时限及动力学背景（中国地质科学院地质研）
0006136116	马蔼乃	遥感云图-电磁波-热红外对地震等重大地质灾害的预测机理
0006136122	沈  政	知觉学习和脑可塑性机制的种属和年龄的差别
0006136122	沈  政	认知心理学（中国科技大学负责）
0006136122	沈  政	洞知觉优先效应的背景相关性与对脑视觉功能系统的
0006136122	沈政	睡眠与梦的监测和干预系统
0006136122	沈政	睡眠与梦的检测和干预系统专利权转让合同
0006136122	沈  政	视觉空间障碍脑机制及重塑机理的应用基础研究（首医大宣武医院负责 ）
0006136122	沈  政	空间脑科学合作研究(猴空间搭载试验)
0006136137	颜大椿	天津奥林匹克水上中心建设项目
0006136137	颜大椿	自然对流边界层的热转捩机制和流动不稳定性问题
0006136142	仇畔祥	YY天平规范与精准度研究
0006136142	仇畔祥	新型高精度弹道应变天平元件新型结构研究
0006136144	林荣生	HJ-2000飞艇飞行载荷计算
0006136149	袁行霈	盛唐诗坛研究
0006136149	袁行霈	国际汉学家研修基地经国家汉办批准立项资助的课题
0006136149	袁行霈	中华文明史
0006136149	袁行霈	《国学研究》
0006136149	袁行霈	古籍整理书报费
0006136149	袁行霈	国际汉学家研修基地项目
0006136151	林承节	印度八十年代末以来的政治发展新格局研究
0006136158	贾俊玲	社会法的修改完善研究
0006136158	贾俊玲	和谐劳动关系协调机制的法律构建研究
0006136158	贾俊玲	社会法的修改完善研究
0006136189	李新章	协议书
0006136191	闫志民	为什么必须坚持马克思主义在意识形态领域的指导地位，而不能搞指导思想的多元化
0006136191	闫志民	中国特色社会主义理论体系研究工作
0006136191	闫志民	市属新闻媒体从业人员职业道德现状分析与对策研究
0006136191	闫志民	第三代领导集体对毛泽东思想、邓小平理论的坚持与发展
